customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
NK53902,Oregon,6459,No,Extended,High School or Below,2011-01-27,Employed,M,23235,Suburban,Married,82,32,46,0,3,Personal Auto,Personal L3,Offer2,Call Center,483,Four-Door Car,Large,A,1
EO74797,Arizona,7840,No,Extended,Bachelor,2011-01-24,Unemployed,F,0,Suburban,Single,76,17,34,1,2,Personal Auto,Personal L2,Offer2,Agent,364,Four-Door Car,Large,A,1
YS94121,California,5645,No,Basic,High School or Below,2011-02-27,Employed,M,50366,Suburban,Divorced,72,9,5,0,9,Personal Auto,Personal L1,Offer1,Call Center,428,Four-Door Car,Small,A,2
VF58561,Oregon,4995,No,Basic,Bachelor,2011-02-08,Employed,F,82413,Suburban,Divorced,62,12,79,0,3,Personal Auto,Personal L3,Offer1,Agent,297,Four-Door Car,Medsize,A,2
DK41858,Arizona,5791,No,Basic,College,2011-02-05,Employed,F,80480,Urban,Married,72,6,55,0,7,Personal Auto,Personal L3,Offer3,Agent,242,Four-Door Car,Medsize,A,2
SM42781,Arizona,14040,No,Basic,Bachelor,2011-02-22,Unemployed,F,0,Urban,Married,195,9,33,1,5,Personal Auto,Personal L2,Offer1,Web,669,Luxury,Small,A,2
RL12319,Oregon,7484,No,Basic,High School or Below,2011-01-15,Employed,F,51692,Suburban,Married,186,12,28,0,1,Special Auto,Special L3,Offer1,Agent,892,Luxury,Medsize,A,1
UW68708,California,5009,No,Basic,Bachelor,2011-01-20,Unemployed,F,0,Suburban,Single,69,15,95,0,4,Personal Auto,Personal L2,Offer1,Web,496,Four-Door Car,Medsize,A,1
KH58171,California,2551,Yes,Basic,Master,2011-01-19,Employed,M,79751,Suburban,Married,63,15,67,0,1,Personal Auto,Personal L3,Offer3,Web,392,Four-Door Car,Medsize,A,1
AV17528,Nevada,9233,No,Basic,High School or Below,2011-02-03,Employed,F,42600,Suburban,Married,115,10,78,0,3,Personal Auto,Personal L2,Offer2,Branch,660,Luxury,Medsize,A,2
RL51023,California,4185,No,Basic,College,2011-02-16,Unemployed,M,0,Suburban,Single,64,0,56,0,3,Corporate Auto,Corporate L1,Offer2,Call Center,492,Four-Door Car,Small,A,2
IG12691,Arizona,4490,No,Basic,Bachelor,2011-01-19,Unemployed,F,0,Urban,Single,64,13,11,0,3,Personal Auto,Personal L2,Offer1,Agent,254,Two-Door Car,Medsize,A,1
GJ47397,Oregon,38055,No,Basic,High School or Below,2011-02-12,Unemployed,M,0,Suburban,Married,115,21,78,0,2,Special Auto,Special L2,Offer2,Agent,552,Four-Door Car,Medsize,A,2
EB34435,Arizona,2996,No,Extended,High School or Below,2011-01-22,Unemployed,M,0,Suburban,Single,82,9,21,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,590,Four-Door Car,Large,A,1
XX88364,California,8622,Yes,Basic,Bachelor,2011-02-18,Employed,M,97361,Suburban,Single,73,6,85,0,2,Corporate Auto,Corporate L3,Offer1,Agent,350,Four-Door Car,Medsize,A,2
DN30013,Oregon,5568,No,Basic,College,2011-01-16,Employed,F,53295,Urban,Married,70,12,97,0,8,Personal Auto,Personal L3,Offer3,Branch,250,Four-Door Car,Small,A,1
YM94448,Arizona,4995,No,Basic,College,2011-01-11,Retired,F,10787,Suburban,Divorced,71,33,25,0,8,Personal Auto,Personal L2,Offer1,Agent,697,Two-Door Car,Small,A,1
KR17533,Oregon,3954,No,Basic,Doctor,2011-02-27,Employed,M,40175,Rural,Divorced,102,34,78,1,1,Personal Auto,Personal L1,Offer3,Branch,154,SUV,Medsize,A,2
SJ87277,Arizona,2685,No,Basic,High School or Below,2011-01-08,Employed,M,75329,Rural,Married,67,15,17,0,1,Corporate Auto,Corporate L2,Offer3,Branch,45,Four-Door Car,Large,A,1
EZ41764,California,2498,No,Basic,Bachelor,2011-02-26,Employed,M,76792,Suburban,Married,62,12,27,0,1,Personal Auto,Personal L2,Offer3,Agent,297,Four-Door Car,Medsize,A,2
QL45827,Washington,25807,Yes,Extended,College,2011-02-13,Employed,F,71210,Suburban,Married,214,8,89,1,2,Personal Auto,Personal L1,Offer1,Branch,1027,Luxury,Small,A,2
BI33231,California,5120,No,Extended,High School or Below,2011-02-12,Unemployed,F,0,Urban,Married,76,11,14,4,3,Personal Auto,Personal L3,Offer2,Agent,277,Four-Door Car,Medsize,A,2
QU53781,Oregon,9192,No,Basic,High School or Below,2011-02-08,Employed,M,37388,Suburban,Married,117,30,21,0,5,Corporate Auto,Corporate L1,Offer4,Branch,561,SUV,Medsize,A,2
KC36987,Oregon,13334,No,Premium,Bachelor,2011-01-20,Employed,M,47950,Urban,Married,170,23,86,1,8,Personal Auto,Personal L3,Offer1,Branch,780,Four-Door Car,Medsize,A,1
UT18598,California,4914,No,Basic,Bachelor,2011-02-24,Disabled,F,14232,Suburban,Married,64,13,1,0,5,Personal Auto,Personal L3,Offer4,Agent,307,Four-Door Car,Small,A,2
AW36627,California,4428,Yes,Basic,High School or Below,2011-01-29,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Personal L3,Offer1,Agent,303,SUV,Medsize,A,1
NQ71171,California,5107,No,Basic,Bachelor,2011-02-02,Employed,M,70174,Rural,Married,64,18,80,0,7,Personal Auto,Personal L2,Offer1,Agent,128,Four-Door Car,Medsize,A,2
GC29421,California,2949,No,Basic,High School or Below,2011-01-08,Employed,F,78596,Rural,Divorced,73,11,0,0,1,Personal Auto,Personal L3,Offer3,Call Center,106,Four-Door Car,Medsize,A,1
TG75223,California,4312,No,Basic,Bachelor,2011-01-15,Retired,M,21004,Suburban,Single,62,27,20,0,3,Personal Auto,Personal L3,Offer2,Call Center,297,Two-Door Car,Medsize,A,1
UP36767,California,4553,No,Basic,College,2011-02-13,Employed,M,61064,Urban,Married,113,32,77,0,1,Personal Auto,Personal L3,Offer3,Branch,539,SUV,Medsize,A,2
OO11998,California,4583,No,Basic,Master,2011-01-19,Employed,M,94804,Suburban,Married,115,13,79,4,1,Personal Auto,Personal L2,Offer1,Branch,764,SUV,Medsize,A,1
ID89933,Oregon,7255,No,Extended,Doctor,2011-01-09,Employed,F,39786,Urban,Married,91,15,91,0,9,Personal Auto,Personal L2,Offer1,Web,365,Four-Door Car,Medsize,A,1
CZ33664,Oregon,2527,No,Basic,Bachelor,2011-01-17,Employed,F,80744,Rural,Married,63,24,84,0,1,Corporate Auto,Corporate L3,Offer1,Agent,11,Four-Door Car,Medsize,A,1
NK40551,California,7455,No,Extended,High School or Below,2011-01-16,Employed,F,74089,Suburban,Married,94,13,89,2,7,Personal Auto,Personal L2,Offer3,Agent,648,Four-Door Car,Small,A,1
RZ51338,Arizona,6895,No,Basic,Bachelor,2011-01-24,Retired,M,28992,Suburban,Divorced,74,3,90,4,2,Personal Auto,Personal L3,Offer2,Branch,355,Four-Door Car,Medsize,A,1
BC53546,Oregon,5500,No,Basic,Bachelor,2011-02-19,Employed,M,35396,Suburban,Divorced,70,32,12,0,3,Personal Auto,Personal L3,Offer4,Call Center,336,Two-Door Car,Medsize,A,2
RC67125,Arizona,10110,No,Extended,College,2011-01-08,Employed,F,96506,Urban,Married,124,15,22,0,3,Corporate Auto,Corporate L3,Offer3,Agent,504,SUV,Medsize,A,1
SQ18525,Arizona,8457,No,Basic,College,2011-01-08,Employed,F,26023,Rural,Married,72,26,33,1,2,Personal Auto,Personal L3,Offer1,Branch,79,Four-Door Car,Medsize,A,1
HY68437,Oregon,6744,No,Extended,High School or Below,2011-02-03,Unemployed,M,0,Suburban,Married,90,3,74,0,4,Personal Auto,Personal L3,Offer1,Branch,547,Four-Door Car,Medsize,A,2
LC69427,Oregon,2827,No,Basic,College,2011-01-21,Employed,F,20368,Suburban,Single,72,30,36,0,1,Corporate Auto,Corporate L3,Offer4,Branch,345,Four-Door Car,Small,A,1
WZ96432,California,9150,No,Basic,Master,2011-02-19,Employed,F,32370,Suburban,Married,115,2,77,0,4,Corporate Auto,Corporate L3,Offer1,Branch,552,SUV,Medsize,A,2
MQ37971,Arizona,3038,No,Extended,Bachelor,2011-01-20,Employed,F,31532,Urban,Single,79,1,26,0,1,Personal Auto,Personal L3,Offer1,Branch,241,Four-Door Car,Medsize,A,1
XQ28930,California,11005,No,Basic,College,2011-01-19,Unemployed,M,0,Suburban,Single,69,31,69,2,2,Personal Auto,Personal L3,Offer1,Web,496,Four-Door Car,Medsize,A,1
TR39403,California,3681,No,Extended,Master,2011-01-31,Employed,F,77951,Rural,Married,93,28,46,3,1,Corporate Auto,Corporate L2,Offer4,Branch,19,Two-Door Car,Medsize,A,1
RE73564,Oregon,11533,No,Extended,Bachelor,2011-02-14,Employed,F,41098,Urban,Married,96,3,15,0,2,Personal Auto,Personal L1,Offer1,Branch,250,Two-Door Car,Medsize,A,2
OY88200,Nevada,2706,No,Basic,College,2011-01-05,Medical Leave,F,22664,Suburban,Divorced,73,0,8,0,1,Personal Auto,Personal L2,Offer4,Agent,350,Two-Door Car,Small,A,1
WG28563,California,5519,No,Basic,Doctor,2011-01-04,Employed,F,70914,Rural,Married,68,15,82,0,3,Personal Auto,Personal L3,Offer1,Agent,77,Four-Door Car,Medsize,A,1
HD32695,Arizona,4447,No,Premium,Bachelor,2011-02-14,Disabled,F,13128,Suburban,Married,118,11,21,0,1,Personal Auto,Personal L1,Offer4,Call Center,771,Four-Door Car,Medsize,A,2
EV95033,Oregon,2551,Yes,Basic,Master,2011-01-19,Employed,M,79751,Suburban,Married,63,15,67,0,1,Special Auto,Special L2,Offer3,Web,392,Two-Door Car,Small,A,1
GO86980,Oregon,5169,No,Basic,Bachelor,2011-01-04,Employed,F,56334,Suburban,Married,65,35,72,0,3,Corporate Auto,Corporate L2,Offer4,Call Center,421,Two-Door Car,Small,A,1
TH95618,California,21343,No,Basic,High School or Below,2011-01-06,Unemployed,F,0,Suburban,Married,74,11,85,1,2,Personal Auto,Personal L2,Offer1,Agent,355,Four-Door Car,Medsize,A,1
NT21324,Arizona,2791,No,Basic,College,2011-01-27,Employed,M,72389,Urban,Married,70,3,76,0,1,Personal Auto,Personal L1,Offer2,Branch,206,Four-Door Car,Medsize,A,1
MM10866,California,8609,Yes,Basic,Bachelor,2011-01-14,Employed,F,79090,Urban,Married,107,2,74,0,3,Personal Auto,Personal L2,Offer2,Branch,289,SUV,Medsize,A,1
GJ52970,California,7238,No,Basic,High School or Below,2011-01-03,Unemployed,M,0,Suburban,Married,66,31,54,1,2,Personal Auto,Personal L3,Offer3,Call Center,393,Four-Door Car,Medsize,A,1
TA31436,California,8132,No,Basic,Bachelor,2011-01-09,Employed,F,36737,Suburban,Married,102,15,20,0,8,Corporate Auto,Corporate L3,Offer1,Agent,512,Luxury,Large,A,1
ZZ49347,Oregon,2592,Yes,Basic,High School or Below,2011-01-02,Employed,M,72421,Suburban,Married,65,8,23,0,1,Personal Auto,Personal L3,Offer2,Call Center,312,Four-Door Car,Medsize,A,1
RW46214,Oregon,5229,No,Basic,High School or Below,2011-02-23,Medical Leave,F,26540,Suburban,Divorced,69,13,65,1,5,Personal Auto,Personal L1,Offer2,Call Center,331,Four-Door Car,Medsize,A,2
KW95891,Oregon,2635,No,Basic,High School or Below,2011-01-28,Employed,F,93884,Suburban,Married,65,7,10,0,1,Personal Auto,Personal L3,Offer4,Branch,312,Four-Door Car,Medsize,A,1
UK62940,Oregon,2354,No,Basic,College,2011-01-03,Unemployed,M,0,Suburban,Married,64,19,72,0,1,Personal Auto,Personal L3,Offer1,Branch,333,Four-Door Car,Medsize,A,1
ON74557,California,14651,No,Extended,Bachelor,2011-01-06,Employed,M,74915,Urban,Married,122,13,17,0,2,Personal Auto,Personal L2,Offer3,Branch,393,SUV,Medsize,A,1
OV87950,California,2837,No,Basic,College,2011-02-14,Employed,M,29242,Suburban,Married,73,15,23,0,1,Personal Auto,Personal L1,Offer3,Branch,350,Two-Door Car,Large,A,2
CE56187,Oregon,4363,No,Basic,Master,2011-01-10,Employed,F,54514,Urban,Divorced,109,5,36,3,1,Personal Auto,Personal L2,Offer2,Branch,286,SUV,Medsize,A,1
OJ38536,California,4563,No,Basic,Doctor,2011-01-13,Employed,F,62010,Suburban,Married,112,2,51,0,1,Personal Auto,Personal L3,Offer2,Agent,537,SUV,Medsize,A,1
EB30823,California,19668,No,Basic,College,2011-02-16,Unemployed,M,0,Suburban,Single,67,20,55,1,2,Personal Auto,Personal L2,Offer1,Call Center,482,Four-Door Car,Medsize,A,2
JC33752,California,6277,No,Extended,College,2011-01-21,Employed,F,21024,Suburban,Single,82,32,8,1,9,Personal Auto,Personal L3,Offer2,Agent,450,Two-Door Car,Large,A,1
SY86059,California,3731,No,Extended,High School or Below,2011-02-24,Unemployed,F,0,Suburban,Married,96,15,34,0,1,Corporate Auto,Corporate L3,Offer1,Agent,460,Four-Door Car,Large,A,2
RN45606,Nevada,16224,No,Extended,High School or Below,2011-02-13,Employed,F,32184,Rural,Married,136,15,91,0,2,Personal Auto,Personal L2,Offer1,Branch,266,SUV,Medsize,A,2
XR82418,California,4984,Yes,Basic,Bachelor,2011-01-11,Employed,M,86305,Rural,Married,62,1,99,0,5,Personal Auto,Personal L1,Offer2,Call Center,80,Four-Door Car,Medsize,A,1
BV86143,California,21034,No,Basic,High School or Below,2011-02-23,Employed,F,26876,Urban,Married,66,12,53,0,2,Personal Auto,Personal L2,Offer4,Call Center,219,Four-Door Car,Medsize,A,2
JR10216,California,2691,No,Basic,Bachelor,2011-01-31,Retired,F,21959,Suburban,Married,71,0,69,0,1,Corporate Auto,Corporate L3,Offer4,Web,340,Four-Door Car,Small,A,1
EK10022,California,14057,No,Basic,Bachelor,2011-01-10,Employed,M,36261,Suburban,Divorced,118,14,78,0,2,Corporate Auto,Corporate L3,Offer3,Web,1197,SUV,Medsize,A,1
QR45101,California,6624,No,Basic,Bachelor,2011-02-26,Unemployed,M,0,Suburban,Married,62,27,53,0,2,Corporate Auto,Corporate L3,Offer1,Branch,297,Two-Door Car,Medsize,A,2
SX95355,Oregon,5849,No,Basic,Bachelor,2011-02-27,Employed,F,67511,Suburban,Married,73,3,5,0,8,Personal Auto,Personal L3,Offer3,Call Center,350,Four-Door Car,Small,A,2
YT43943,California,2430,No,Basic,High School or Below,2011-02-17,Employed,F,28476,Suburban,Divorced,62,3,76,0,1,Personal Auto,Personal L3,Offer2,Agent,297,Four-Door Car,Medsize,A,2
LN20978,Oregon,10721,No,Extended,Bachelor,2011-02-10,Employed,F,25983,Suburban,Married,90,32,43,0,2,Corporate Auto,Corporate L2,Offer2,Web,432,Four-Door Car,Small,A,2
PA19547,Washington,4779,No,Basic,High School or Below,2011-02-07,Employed,M,54194,Rural,Married,119,9,90,1,1,Personal Auto,Personal L3,Offer1,Agent,112,SUV,Medsize,A,2
CB77819,California,4736,No,Basic,High School or Below,2011-02-10,Unemployed,M,0,Suburban,Single,65,33,1,0,3,Personal Auto,Personal L3,Offer1,Web,585,Two-Door Car,Medsize,A,2
WX14028,Nevada,32450,No,Basic,College,2011-02-10,Employed,F,60455,Suburban,Single,104,20,25,0,2,Personal Auto,Personal L1,Offer4,Agent,499,SUV,Medsize,A,2
JL19416,California,5884,No,Premium,High School or Below,2011-01-27,Unemployed,F,0,Suburban,Single,161,29,1,0,1,Personal Auto,Personal L3,Offer1,Agent,1159,SUV,Medsize,A,1
RB63074,California,4858,No,Basic,High School or Below,2011-01-03,Unemployed,M,0,Suburban,Single,67,0,79,0,3,Personal Auto,Personal L1,Offer2,Branch,482,Four-Door Car,Medsize,A,1
WX16610,California,5824,No,Basic,Bachelor,2011-02-20,Employed,F,38492,Urban,Married,72,27,34,0,3,Personal Auto,Personal L3,Offer2,Branch,207,Four-Door Car,Medsize,A,2
IY59173,Oregon,5220,No,Extended,Master,2011-01-06,Employed,F,68867,Suburban,Married,129,19,91,0,1,Personal Auto,Personal L3,Offer1,Call Center,619,SUV,Medsize,A,1
TZ28073,California,4341,No,Basic,Bachelor,2011-01-10,Employed,M,23352,Suburban,Married,112,0,86,0,1,Personal Auto,Personal L3,Offer2,Branch,537,SUV,Medsize,A,1
KH24214,California,17857,No,Basic,College,2011-02-13,Employed,M,55437,Suburban,Married,64,5,78,1,2,Personal Auto,Personal L3,Offer3,Agent,445,Four-Door Car,Medsize,A,2
PB39857,California,5129,No,Extended,Master,2011-02-23,Employed,M,72433,Urban,Married,126,34,48,0,1,Personal Auto,Personal L3,Offer2,Agent,343,SUV,Large,A,2
CT96082,Oregon,4711,No,Basic,Bachelor,2011-01-05,Disabled,F,13933,Rural,Married,62,25,32,0,6,Corporate Auto,Corporate L3,Offer1,Call Center,49,Two-Door Car,Medsize,A,1
YI85251,Nevada,18380,No,Extended,High School or Below,2011-02-08,Employed,M,50407,Urban,Married,92,30,67,0,2,Personal Auto,Personal L3,Offer1,Agent,352,Four-Door Car,Medsize,A,2
DB28487,California,17041,No,Basic,High School or Below,2011-02-01,Disabled,F,22249,Suburban,Married,64,4,88,0,2,Personal Auto,Personal L3,Offer4,Call Center,455,Four-Door Car,Medsize,A,2
KX23022,Arizona,3312,No,Basic,Bachelor,2011-01-07,Unemployed,M,0,Suburban,Single,107,2,4,2,1,Corporate Auto,Corporate L3,Offer1,Agent,770,SUV,Medsize,A,1
FW17421,Washington,3576,No,Extended,High School or Below,2011-01-19,Employed,F,24959,Suburban,Married,89,19,13,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,640,Four-Door Car,Large,A,1
ON45263,California,2462,No,Basic,Bachelor,2011-02-25,Unemployed,F,0,Suburban,Divorced,69,9,68,0,1,Personal Auto,Personal L1,Offer1,Call Center,427,Two-Door Car,Small,A,2
EL61402,Arizona,6098,No,Extended,Bachelor,2011-01-05,Employed,F,74257,Urban,Married,76,16,91,0,3,Personal Auto,Personal L3,Offer1,Agent,214,Four-Door Car,Large,A,1
VW65429,Arizona,6899,No,Extended,High School or Below,2011-01-20,Employed,M,37308,Urban,Married,86,19,69,0,9,Personal Auto,Personal L2,Offer1,Agent,301,Four-Door Car,Medsize,A,1
HU76577,California,3883,No,Basic,Bachelor,2011-01-27,Unemployed,M,0,Suburban,Married,109,15,70,0,1,Personal Auto,Personal L1,Offer1,Agent,765,SUV,Medsize,A,1
QW40254,Oregon,5259,No,Basic,College,2011-01-21,Employed,M,28447,Suburban,Married,67,20,99,0,3,Personal Auto,Personal L3,Offer4,Agent,321,Four-Door Car,Medsize,A,1
VX85673,Arizona,4250,Yes,Basic,High School or Below,2011-01-18,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L3,Offer1,Agent,292,Four-Door Car,Medsize,A,1
WO59883,Washington,19014,No,Basic,High School or Below,2011-01-19,Employed,F,29822,Suburban,Single,61,17,44,0,2,Personal Auto,Personal L2,Offer2,Agent,292,Two-Door Car,Medsize,A,1
KB18303,California,8658,Yes,Basic,College,2011-02-07,Employed,M,62464,Urban,Married,109,23,45,0,4,Corporate Auto,Corporate L1,Offer2,Agent,400,Luxury,Medsize,A,2
MD95935,California,5845,No,Basic,Bachelor,2011-01-11,Employed,F,43145,Suburban,Married,73,1,0,0,6,Corporate Auto,Corporate L3,Offer3,Web,516,Two-Door Car,Medsize,A,1
XJ52902,Nevada,2756,No,Basic,High School or Below,2011-01-27,Employed,M,43540,Rural,Married,70,29,60,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,117,Two-Door Car,Medsize,A,1
XH47320,Nevada,2937,No,Basic,Master,2011-01-10,Employed,F,83195,Urban,Single,73,18,36,1,1,Personal Auto,Personal L1,Offer1,Call Center,332,Four-Door Car,Medsize,A,1
SS28002,Arizona,5603,No,Basic,High School or Below,2011-01-30,Employed,F,95284,Urban,Married,69,6,35,0,4,Personal Auto,Personal L3,Offer2,Call Center,327,Four-Door Car,Medsize,A,1
AP56340,Washington,5384,No,Basic,Bachelor,2011-02-26,Disabled,M,13103,Suburban,Married,72,21,32,0,7,Personal Auto,Personal L2,Offer1,Agent,458,Four-Door Car,Medsize,A,2
ZY57929,California,8169,No,Basic,College,2011-01-26,Employed,F,32799,Suburban,Divorced,104,7,27,0,3,Personal Auto,Personal L2,Offer1,Agent,499,SUV,Medsize,A,1
QS36363,Arizona,12655,No,Premium,High School or Below,2011-02-01,Employed,F,26149,Suburban,Married,157,2,17,0,7,Personal Auto,Personal L3,Offer4,Web,753,SUV,Medsize,A,2
LJ35581,Washington,10025,No,Premium,Bachelor,2011-02-28,Unemployed,F,0,Suburban,Single,141,25,27,0,3,Personal Auto,Personal L3,Offer2,Agent,1015,SUV,Medsize,A,2
WZ45123,California,14435,Yes,Premium,Master,2011-01-26,Employed,M,60880,Rural,Married,119,25,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109,Two-Door Car,Medsize,A,1
ZW32080,Nevada,2914,No,Basic,Bachelor,2011-02-04,Employed,F,37803,Suburban,Divorced,74,26,51,0,1,Personal Auto,Personal L3,Offer1,Agent,355,Four-Door Car,Small,A,2
LK87874,Nevada,7663,No,Basic,Bachelor,2011-01-20,Unemployed,F,0,Suburban,Single,109,5,95,0,3,Personal Auto,Personal L3,Offer2,Call Center,523,SUV,Small,A,1
CK31454,Arizona,5107,Yes,Basic,Bachelor,2011-01-26,Employed,F,35625,Urban,Married,65,10,56,1,3,Special Auto,Special L1,Offer2,Agent,288,Four-Door Car,Medsize,A,1
BZ85306,California,11855,No,Premium,Bachelor,2011-02-17,Unemployed,F,0,Suburban,Single,170,10,74,0,5,Corporate Auto,Corporate L2,Offer3,Web,1227,SUV,Medsize,A,2
LQ23049,California,2491,Yes,Basic,High School or Below,2011-02-12,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal Auto,Personal L3,Offer1,Agent,329,Four-Door Car,Medsize,A,2
PY98628,Arizona,5568,Yes,Extended,High School or Below,2011-01-01,Unemployed,M,0,Suburban,Single,79,21,53,1,7,Personal Auto,Personal L2,Offer1,Agent,407,Two-Door Car,Medsize,A,1
XQ19793,Arizona,4772,Yes,Extended,High School or Below,2011-02-18,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638,SUV,Medsize,A,2
KL84615,Arizona,4624,No,Basic,High School or Below,2011-02-22,Unemployed,M,0,Suburban,Married,68,0,16,2,3,Personal Auto,Personal L2,Offer3,Call Center,469,Four-Door Car,Large,A,2
CD71502,Arizona,3664,No,Basic,High School or Below,2011-02-28,Unemployed,M,0,Suburban,Divorced,103,8,75,0,1,Personal Auto,Personal L3,Offer1,Branch,642,SUV,Medsize,A,2
GQ15613,Arizona,8004,No,Basic,High School or Below,2011-01-07,Employed,F,54008,Suburban,Married,67,15,90,0,2,Personal Auto,Personal L3,Offer2,Branch,370,Four-Door Car,Medsize,A,1
GB39602,Nevada,3914,No,Basic,High School or Below,2011-01-14,Unemployed,M,0,Suburban,Single,112,6,0,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,587,Luxury,Medsize,A,1
AK46006,Oregon,36293,No,Extended,Bachelor,2011-01-17,Medical Leave,M,18047,Suburban,Married,242,5,50,0,2,Personal Auto,Personal L1,Offer1,Call Center,1350,Luxury,Medsize,A,1
GR12431,California,36860,No,Basic,College,2011-01-15,Employed,F,66216,Rural,Single,103,34,58,0,2,Personal Auto,Personal L2,Offer2,Web,96,Luxury,Medsize,A,1
GI55977,California,2337,No,Basic,High School or Below,2011-02-23,Medical Leave,F,28806,Suburban,Married,61,13,90,0,1,Personal Auto,Personal L1,Offer2,Call Center,292,Four-Door Car,Small,A,2
QO70290,California,9890,No,Extended,Bachelor,2011-02-19,Employed,M,52408,Rural,Married,125,13,12,0,9,Personal Auto,Personal L1,Offer1,Agent,179,Luxury,Medsize,A,2
SN27401,Washington,7320,No,Premium,High School or Below,2011-01-05,Unemployed,M,0,Suburban,Single,112,30,29,1,3,Personal Auto,Personal L2,Offer2,Agent,806,Two-Door Car,Medsize,A,1
ZE42703,Nevada,4863,No,Extended,Bachelor,2011-02-04,Employed,M,52728,Suburban,Divorced,127,34,34,1,1,Corporate Auto,Corporate L3,Offer1,Branch,609,SUV,Medsize,A,2
KN13494,California,5181,No,Basic,Master,2011-02-03,Employed,F,97131,Suburban,Married,64,15,80,0,6,Personal Auto,Personal L1,Offer2,Agent,307,Four-Door Car,Small,A,2
